gpf_type,round,names
control,5.0,Milking
control,5.0,Grass Collection
control,5.0,Child Teaching
control,5.0,Feed the Children
control,5.0,Wash the Children
control,5.0,Cooking
control,5.0,Home arrangement
control,5.0,House Clearing
control,5.0,Others (Specify)
control,5.0,7/11 Do you face any obstruction from your family for own income
control,5.0,Asset purchase of your own
control,5.0,Income Generating Activities at Home
control,5.0,Income Generating Activities outside at Home
control,5.0,Own asset sales
control,5.0,Spend own asset
control,5.0,Attend meeting/training at distant place
control,5.0,Amount Rice Bran (kg)
control,5.0,Unit Rice Bran
control,5.0,Source Rice Bran
control,5.0,Taka Rice Bran
control,5.0,Amount Wheat Bran (kg)
control,5.0,Unit Wheat Bran
control,5.0,Source Wheat Bran
control,5.0,Taka Wheat Bran
control,5.0,Amount Pulse Husk (kg)
control,5.0,Unit Pulse Husk
control,5.0,Source Pulse Husk
control,5.0,Taka Pulse Husk
control,5.0,Amount Broken Rice (kg)
control,5.0,Unit Broken Rice
control,5.0,Source Broken Rice
control,5.0,Taka Broken Rice
control,5.0,Amount Molasess (kg)
control,5.0,Unit Molasess
control,5.0,Source Molasess
control,5.0,Taka Molasess
control,5.0,Amount Broken Maize (kg)
control,5.0,Unit Broken Maize
control,5.0,Source Broken Maize
control,5.0,Taka Broken Maize
control,5.0,Amount Coconut Oil Cake (kg)
control,5.0,Unit Coconut Oil Cake
control,5.0,Source Coconut Oil Cake
control,5.0,Taka Coconut Oil Cake
control,5.0,Amount Mustard Oil Cake (kg)
control,5.0,Unit Mustard Oil Cake
control,5.0,Source Mustard Oil Cake
control,5.0,Taka Mustard Oil Cake
control,5.0,Amount Mineral Mix (kg)
control,5.0,Unit Mineral Mix
control,5.0,Source Mineral Mix
control,5.0,Taka Mineral Mix
control,5.0,Amount DCP (kg)
control,5.0,Unit DCP
control,5.0,Source DCP
control,5.0,Taka DCP
control,5.0,Amount Straw (kg)
control,5.0,Unit Straw
control,5.0,Source Straw
control,5.0,Taka Straw
control,5.0,Amount Green Grass (kg)
control,5.0,Unit Green Grass
control,5.0,Source Green Grass
control,5.0,Taka Green Grass
control,5.0,Amount Ready Feed (kg)
control,5.0,Unit Ready Feed
control,5.0,Source Ready Feed
control,5.0,Taka Ready Feed
control,5.0,Amount Total (kg)
control,5.0,Taka Total
control,5.0,Affected by disease? Yes or No(2)
control,5.0,Affected by disease? What Did you do  (3)
control,5.0,Affected by disease? Who provide treatment (4)
control,5.0,Affected by disease? Who sugested? (5)
control,5.0,Affected by disease? Fee (6)
control,5.0,Affected by disease? Diagnosis (7)
control,5.0,Affected by disease? Medicine (8)
control,5.0,Affected by disease? Total (9)
control,5.0,Vaccinated? Yes or No (2)
control,5.0,Vaccinated? Who provide treatment (4)
control,5.0,Vaccinated? Who sugested? (5)
control,5.0,Vaccinated? Fee (6)
control,5.0,Vaccinated? Diagnosis (7)
control,5.0,Vaccinated? Vaccine (8)
control,5.0,Vaccinated? Total (9)
control,5.0,Dewormed? Yes or No (2)
control,5.0,Dewormed? Who provide treatment (4)
control,5.0,Dewormed? Who sugested? (5)
control,5.0,Dewormed? Fee (6)
control,5.0,Dewormed? Diagnosis (7)
control,5.0,Dewormed? Vaccine (8)
control,5.0,Dewormed? Total (9)
control,5.0,Provided AI Yes or No (2)
control,5.0,Provided AI Who provide Services (4)
control,5.0,Provided AI Total  (9)
control,5.0,Provided NI Yes or No (2)
control,5.0,Provided NI Who provide Services (4)
control,5.0,Provided NI Total (9)
control,5.0,Total Expenditure
control,5.0,10/1 Did You purchase any cattle? (Last 6 months)
control,5.0,10/1/1 If yes how many
control,5.0,10/1/2 What type of cattle purchased?
control,5.0,10/1/3 Breed type
control,5.0,10/2 Did you sell any cattle? (Last 6 months)
control,5.0,10/2/1 If yes how many?
control,5.0,10/2/2 What type of cattle?
control,5.0,10/2/3 If yes Why sold?
control,5.0,10/3 Did you sell any calf? (Last 6 months)
control,5.0,10/3/1 If Yes how many?
control,5.0,SL 1
control,5.0,Calf Identification 1
control,5.0,Breed 1
control,5.0,Sex 1
control,5.0,Selling Price 1
control,5.0,Selling Month 1
control,5.0,SL 2
control,5.0,Calf Identification 2
control,5.0,Breed 2
control,5.0,Sex 2
control,5.0,Selling Price 2
control,5.0,Selling Month 2
control,5.0,SL 3
control,5.0,Calf Identification 3
control,5.0,Breed 3
control,5.0,Sex 3
control,5.0,Selling Price 3
control,5.0,Selling Month 3
control,5.0,Total Selling Price
control,5.0,10/4 Did any calf born last 6 months?
control,5.0,10/4/1 If yes how many cow was born?
control,5.0,10/5 How long was the dry period?
control,5.0,10/6 Did any cattle die during last 6 months?
control,5.0,10/6/1 If yes how many?
control,5.0,10/6/2 What was the cause of death? Cow
control,5.0,10/6/2 What was the cause of death? Cattle
control,5.0,10/6/3 Type of death cattle
control,5.0,"10/6/4 If Calf, Sex?"
control,5.0,10/6/5 What did you do with dead cattle?
control,5.0,10/7 How did you bear the dairy related expenses?
control,5.0,"10/7/1 If receive any loan, how much was it (tk)?"
control,5.0,10/7/2 What was the loan Source?
control,5.0,10/8 Do you haveany plan to get a loan?
control,5.0,"10/8/1 If yes, from where will you get it?"
control,5.0,11/1 What types of vet Doctor provide services to your cattle?
control,5.0,11/2 How many times has the vet Doctor visited in your farm?
control,5.0,11/3 Knowledge Level of the vet  Doctor?
control,5.0,11/4  Skill Level of the vet Doctor?
control,5.0,11/5 Responsiveness of that vet Doctor when called?
control,5.0,11/6 Range of Fee received?
control,5.0,11/7 Does the vet Doctor provide prescription?
control,5.0,11/8 Are you satisfied with the service of the vet Doctor?
control,5.0,11/8/1 Explain Your Comments
control,5.0,12/1 Where do you sell milk in general?
control,5.0,12/2 Where do you sell milk most often
control,5.0,12/3 Why do you choose to sell milk here?
control,5.0,"12/4 If not selling milk to DFT, why not sale?"
control,5.0,12/5 Level of Satisfaction with DFT point’s
control,5.0,12/6 Are you satisfied with the methods of measurement
control,5.0,"12/6/1 If no, describe why?"
control,5.0,12/7 Do you think the milk sales transactions are fair?
control,5.0,12/7/1 If No describe
control,5.0,12/8 Mainly who receives payment from milk sales?
control,5.0,12/9 What more services do you expect from DFT?
control,5.0,13/1 Where do you purchase your inputs?
control,5.0,13/2 How often have you gone to the KU input shop?
control,5.0,13/3 How would you rate the quality of the products?
control,5.0,13/4 How would you rate the quality of the service?
control,5.0,14/1 Have you observed any change in the dairy
control,5.0,"14/1/1 If yes, what are they?"
control,5.0,14/1/2 What are the reasons for these changes?
control,5.0,14/2 Is there any organization working here?
control,5.0,"14/2/1 If yes, what activities"
control,5.0,15/1 What type effective action taken by FLs
control,5.0,15/2 How are the decisions taken in the group?
control,5.0,15/3 Level of satisfaction of FLs activities?
control,5.0,15/4 What do you think
control,5.0,15/4/1 Describe
control,5.0,16 Overall comments of Surveyor
controlcows,5.0,DEO ID
controlcows,5.0,Serial No
controlcows,5.0,COW SL
controlcows,5.0,Cow Identity
controlcows,5.0,Bread of Cow
controlcows,5.0,Type of Cow
controlcows,5.0,Value of Cow in BDT
controlcows,5.0,Daily Production of Cow
controlcows,5.0,Last Calving Date
controlcows,5.0,No of Calving
